,Customer_ID,snapshot_date,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Age,Occupation
4657,CUS_0x684a,2023-09-01,-84,120,-7,119,76,14,83,176,77,166,52,155,-2,290,242,-5,109,128,250,121,81298.72,6768.8936,9,8,22.0,5.0,"Auto Loan, Not Specified, Not Specified, Auto Loan, and Home Equity Loan",50,17,16.15,17.0,Unknown,4666.2,36.539562,9,Yes,208.75539,126.03746,High_spent_Large_value_payments,582.0965,23,Journalist
4658,CUS_0x6c58,2023-09-01,101,56,179,124,177,161,-11,192,346,172,143,-39,70,-45,229,241,246,199,164,46,9409.45,952.12085,5,6,13.0,7.0,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Student Loan, and Personal Loan",7,10,10.11,7.0,Standard,209.02,40.709515,8,Yes,37.524075,33.744335,Low_spent_Large_value_payments,293.94366,18,Accountant
4659,CUS_0x6c8e,2023-09-01,106,22,161,-12,25,118,-130,109,54,46,-24,-87,173,138,115,42,67,-54,126,126,19098.69,1509.5575,8,10,22.0,9.0,"Mortgage Loan, Not Specified, Home Equity Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Personal Loan, and Personal Loan",47,19,26.84,154.0,Bad,4964.77,38.36595,12,Yes,95.42339,161.8768,Low_spent_Small_value_payments,183.65555,19,Manager
4660,CUS_0x6cf6,2023-09-01,-23,69,1,-71,204,348,176,51,102,44,222,51,44,227,143,-92,114,22,-1,183,105774.57,8540.548,5,5,16.0,2.0,"Auto Loan, and Payday Loan",25,8,15.38,7.0,Unknown,582.13,35.66707,29,Yes,148.65553,117.96782,High_spent_Medium_value_payments,837.4314,44,Others
4661,CUS_0x6e35,2023-09-01,25,155,183,190,143,220,189,74,74,165,153,268,117,153,37,78,193,-22,69,293,36104.82,3294.735,6,6,16.0,5.0,"Personal Loan, Home Equity Loan, Student Loan, Personal Loan, and Mortgage Loan",13,17,16.84,9.0,Standard,2219.17,35.6206,14,Yes,103.04479,126.94197,Low_spent_Small_value_payments,389.48672,31,Engineer
4662,CUS_0x6e43,2023-09-01,-17,50,49,-113,96,311,148,36,63,134,35,149,-6,-67,29,56,22,64,38,243,19956.6,1610.05,6,5,15.0,0.0,Unknown,10,18,5.77,11.0,Standard,415.74,35.538372,26,Yes,0.0,165.19734,Low_spent_Small_value_payments,285.80765,46,Scientist
4663,CUS_0x6e6c,2023-09-01,143,198,85,52,-103,98,107,164,190,67,105,213,50,29,37,-99,83,-111,2,170,59458.29,4692.8574,8,5,13.0,1.0,Personal Loan,27,20,6.62,1.0,Unknown,1114.52,29.092115,19,Yes,26.333036,485.1606,Low_spent_Small_value_payments,247.7921,26,Media_Manager
4664,CUS_0x6eb3,2023-09-01,82,226,201,3,-15,198,146,104,409,-19,-190,83,82,36,99,1,72,57,88,45,71716.6,5523.2524,3,5,9.0,3.0,"Student Loan, Mortgage Loan, and Debt Consolidation Loan",6,20,7.65,7.0,Unknown,418.54,38.802032,16,Yes,679.424,10000.0,High_spent_Small_value_payments,368.84024,28,Teacher
4665,CUS_0x6f0b,2023-09-01,99,-36,-101,-34,172,-19,125,-57,217,52,-17,117,146,60,6,125,280,5,122,169,31589.06,2894.4216,8,3,9.0,4.0,"Mortgage Loan, Not Specified, Mortgage Loan, and Home Equity Loan",12,14,8.91,4.0,Unknown,1428.58,33.935345,30,Yes,82.498344,157.01987,Low_spent_Large_value_payments,319.92395,22,Lawyer
4666,CUS_0x6fbb,2023-09-01,-41,55,155,333,21,135,134,76,275,-18,323,204,112,220,-28,185,-50,184,52,159,58176.6,4501.453,6,4,13.0,3.0,"Mortgage Loan, Credit-Builder Loan, and Mortgage Loan",23,14,11.38,1213.0,Standard,1457.8,35.280987,14,NM,672.6773,147.17732,Low_spent_Small_value_payments,495.40555,35,Architect
4667,CUS_0x7029,2023-09-01,227,0,221,156,-9,-92,42,186,143,43,9,129,74,94,56,-31,-2,150,212,257,16944.54,1689.045,8,5,16.0,0.0,Unknown,17,20,18.04,4.0,Standard,1066.99,38.908657,32,Yes,0.0,89.762886,Low_spent_Large_value_payments,349.1416,21,Entrepreneur
4668,CUS_0x7148,2023-09-01,106,119,126,248,-76,55,214,179,197,172,84,197,-57,-75,161,116,10,40,105,132,14828.19,1413.6346,5,5,17.0,5.0,"Credit-Builder Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Auto Loan",29,17,19.21,10.0,Standard,2646.26,26.57815,13,Yes,86.73102,44.82549,High_spent_Small_value_payments,301.75964,32,Engineer
4669,CUS_0x71e0,2023-09-01,210,155,23,47,81,183,93,138,30,109,185,160,229,206,80,291,35,184,212,-69,15398.95,1548.2458,1,7,5.0,4.0,"Student Loan, Mortgage Loan, Not Specified, and Not Specified",1,1,8.41,8.0,Good,343.84,28.135687,28,No,34.81397,95.38656,Low_spent_Large_value_payments,294.62405,28,Mechanic
4670,CUS_0x7278,2023-09-01,-5,125,149,148,113,-55,162,176,418,23,115,52,110,39,200,192,97,254,191,136,70334.76,5602.23,9,9,21.0,3.0,"Home Equity Loan, Student Loan, and Credit-Builder Loan",55,23,9.52,15.0,Bad,1438.69,32.13295,16,Yes,69849.0,208.02403,High_spent_Small_value_payments,520.58636,43,Doctor
4671,CUS_0x72a0,2023-09-01,140,75,172,91,-29,-123,47,-16,300,231,5,248,50,-2,207,-30,176,-57,65,261,7006.52,811.87665,8,5,17.0,3.0,"Auto Loan, Debt Consolidation Loan, and Mortgage Loan",43,20,1.82,6.0,Bad,1363.34,35.111748,12,Yes,16.980602,13.020702,High_spent_Large_value_payments,291.18637,26,Media_Manager
4672,CUS_0x73b3,2023-09-01,167,115,40,241,106,-20,110,154,30,118,203,34,1,-97,63,193,-31,7,50,153,14595.6,1058.3,8,5,30.0,3.0,"Student Loan, Not Specified, and Student Loan",20,15,16.12,14.0,Standard,2075.14,35.518154,10,Yes,34.842045,112.7336,Low_spent_Small_value_payments,248.25436,34,Journalist
4673,CUS_0x741,2023-09-01,187,-11,-64,100,-41,219,18,324,181,-21,-42,78,60,-97,8,263,212,5,194,87,122566.59,10323.883,0,7,1.0,0.0,Unknown,18,10,1.14,3.0,Unknown,889.69,36.740295,17,No,0.0,484.3634,Low_spent_Medium_value_payments,828.02484,22,Media_Manager
4674,CUS_0x7459,2023-09-01,17,226,162,133,113,4,27,-24,6,150,209,276,119,-60,39,-29,122,-127,121,39,9886.53,575.8775,8,3,3.0,4.0,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",20,10,1.84,5.0,Unknown,102.46,23.604074,20,No,30.064625,38.46754,Low_spent_Medium_value_payments,269.05557,25,Musician
4675,CUS_0x74a6,2023-09-01,-75,66,91,163,66,114,42,262,74,242,152,100,146,99,25,84,46,50,120,131,16199.955,1140.9962,3,7,7.0,4.0,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Auto Loan",1,11,4.88,0.0,Good,446.66,34.038876,29,No,39.782326,75.14502,Low_spent_Medium_value_payments,279.17227,49,Engineer
4676,CUS_0x74c,2023-09-01,2,171,139,68,78,151,138,-30,144,109,167,50,149,201,88,-29,2,50,-76,74,131573.6,11159.467,3,5,7.0,4.0,"Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",21,15,4.91,8.0,Unknown,1384.27,36.80834,32,Yes,399.75018,408.55328,Low_spent_Medium_value_payments,587.6432,44,Mechanic
4677,CUS_0x7547,2023-09-01,135,21,95,258,48,78,196,341,186,20,54,197,112,-72,244,185,33,27,5,148,15931.72,1179.6433,6,8,32.0,9.0,"Credit-Builder Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Not Specified, Mortgage Loan, Mortgage Loan, and Debt Consolidation Loan",55,13,6.28,10.0,Bad,1693.97,39.039562,19,Yes,93.40165,10000.0,Low_spent_Small_value_payments,272.6025,41,Teacher
4678,CUS_0x7558,2023-09-01,227,143,-34,109,80,93,198,250,106,102,244,50,149,-30,72,1,74,247,62,159,18746.95,1467.2458,4,3,3.0,1.0,Student Loan,8,12,12.32,4.0,Good,1403.55,28.149694,23,No,15.565165,99.31,High_spent_Small_value_payments,291.84943,38,Developer
4679,CUS_0x75a0,2023-09-01,20,197,2,-9,95,214,321,166,25,22,48,77,272,45,149,228,46,125,-65,218,43501.95,3418.1626,7,7,20.0,3.0,"Payday Loan, Credit-Builder Loan, and Not Specified",34,19,9.11,6.0,Unknown,2373.4,27.151339,16,Yes,68.05068,228.89166,High_spent_Small_value_payments,304.8739,34,Media_Manager
4680,CUS_0x75d3,2023-09-01,66,207,-34,112,167,215,123,79,139,132,-30,-29,17,231,11,189,-96,90,261,64,17604.074,1236.0062,7,7,13.0,3.0,"Auto Loan, Payday Loan, and Personal Loan",6,15,4.1,881.0,Standard,353.62,31.288216,25,No,37.543835,156.83511,Low_spent_Small_value_payments,219.22168,36,Architect
4681,CUS_0x765b,2023-09-01,-18,245,200,105,-86,29,169,180,140,224,241,44,202,235,6,-1,128,89,215,0,20051.92,1845.9933,5,2,4.0,2.0,"Student Loan, and Payday Loan",6,5,6.09,0.0,Good,83.96,39.72443,25,No,30.305906,10000.0,Low_spent_Small_value_payments,202.91263,36,Others
4682,CUS_0x7694,2023-09-01,173,269,260,110,61,88,67,21,18,13,30,147,202,192,192,245,26,196,17,190,9299.05,1033.9208,9,6,20.0,2.0,"Credit-Builder Loan, and Home Equity Loan",53,24,7.81,15.0,Unknown,2298.76,33.1724,11,Yes,14.651261,55.63408,Low_spent_Medium_value_payments,274.48523,38,Doctor
4683,CUS_0x77ac,2023-09-01,238,153,71,88,72,218,69,266,161,28,-30,236,-87,-24,155,110,143,288,128,2,39232.16,3331.3467,5,7,1.0,0.0,Unknown,14,12,5.32,5.0,Good,487.44,39.715935,26,No,0.0,106.557655,High_spent_Medium_value_payments,476.57703,33,Musician
4684,CUS_0x77f6,2023-09-01,-21,19,39,79,104,61,32,147,44,139,50,81,100,301,184,-29,231,7,71,124,7782.32,775.5267,8,10,26.0,7.0,"Personal Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, and Not Specified",46,14,17.48,7.0,Standard,1649.28,25.408438,14,Yes,44.25074,46.98329,Low_spent_Small_value_payments,276.31863,19,Developer
4685,CUS_0x7801,2023-09-01,205,92,157,67,176,152,-16,98,-67,29,18,-103,108,115,173,25,168,314,234,218,151515.69,12885.307,1,6,11.0,3.0,"Home Equity Loan, Auto Loan, and Student Loan",14,11,2.68,4.0,Unknown,1078.49,31.27702,18,No,1322.5195,857.11334,Low_spent_Medium_value_payments,348.99234,23,Engineer
4686,CUS_0x781a,2023-09-01,-67,51,306,73,-153,-47,-89,79,146,75,113,132,158,320,-14,131,155,-35,87,67,41770.21,3652.8508,0,7,4.0,2.0,"Credit-Builder Loan, and Home Equity Loan",9,7,11.13,1.0,Unknown,1174.56,31.995943,19,No,51.922733,256.20978,Low_spent_Medium_value_payments,337.15256,33,Engineer
4687,CUS_0x797,2023-09-01,109,43,-48,82,128,72,62,141,153,282,122,153,216,14,10,-27,-35,166,-32,40,42846.39,3670.5325,8,6,22.0,7.0,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, Payday Loan, and Mortgage Loan",11,19,5.44,10.0,Standard,1745.53,32.845226,12,Yes,146.5273,75.54641,High_spent_Large_value_payments,384.97952,19,Developer
4688,CUS_0x79b8,2023-09-01,84,-55,10,-190,161,48,40,-63,257,138,120,87,25,235,213,67,221,255,60,172,34392.44,2703.0366,9,6,30.0,3.0,"Auto Loan, Payday Loan, and Credit-Builder Loan",31,19,13.84,12.0,Standard,2405.43,27.84976,12,NM,80.04324,10000.0,Low_spent_Medium_value_payments,216.56042,28,Accountant
4689,CUS_0x7ad8,2023-09-01,26,90,94,110,145,-55,154,105,225,41,126,105,114,255,122,278,-58,427,-74,-45,8079.46,423.28833,7,7,23.0,5.0,"Mortgage Loan, Mortgage Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",24,18,11.76,13.0,Standard,1515.52,38.291275,13,Yes,25.585426,25.159805,Low_spent_Medium_value_payments,271.5836,26,Accountant
4690,CUS_0x7b2f,2023-09-01,-2,37,-48,99,122,73,108,155,-47,67,190,67,111,120,213,146,111,-144,13,310,16114.17,1160.8475,3,6,13.0,2.0,"Student Loan, and Credit-Builder Loan",24,15,14.99,11.0,Standard,1246.74,27.886387,19,Yes,25.779886,151.17818,Low_spent_Small_value_payments,229.1267,33,Writer
4691,CUS_0x7bee,2023-09-01,3,75,42,339,158,160,160,30,75,200,215,-99,78,69,162,118,228,151,12,88,23631.2,1892.2667,4,4,18.0,3.0,"Mortgage Loan, Not Specified, and Auto Loan",16,14,11.7,1.0,Unknown,903.96,36.897045,27,Yes,34.307842,154.88707,Low_spent_Medium_value_payments,280.03177,29,Teacher
4692,CUS_0x7c68,2023-09-01,109,1,106,145,173,-14,69,-95,18,194,100,240,106,68,-16,220,152,20,-49,221,15173.47,1155.4558,4,5,20.0,3.0,"Payday Loan, Mortgage Loan, and Debt Consolidation Loan",24,12,9.45,7.0,Standard,313.08,35.26554,31,Yes,30.015558,85.74855,Low_spent_Medium_value_payments,279.78146,55,Engineer
4693,CUS_0x7d3b,2023-09-01,111,144,129,100,249,120,-17,165,221,107,-128,233,67,108,128,40,176,68,-24,145,71148.94,5972.078,1,3,1.0,0.0,Unknown,13,9,7.84,3.0,Good,518.43,25.798,23,No,20392.0,124.522865,Unknown,722.68494,45,Musician
4694,CUS_0x7dee,2023-09-01,-82,113,-35,-58,157,144,121,89,175,177,29,196,119,-35,86,115,-134,161,-3,-123,69571.3,5805.6084,340,7,2.0,0.0,Unknown,10,3,0.98,5.0,Good,36.92,35.23531,23,NM,0.0,166.97113,Low_spent_Medium_value_payments,693.5897,44,Developer
4695,CUS_0x7e0f,2023-09-01,89,-20,-91,200,42,93,221,156,-43,105,193,116,-78,179,179,7,113,231,189,62,165368.56,13561.713,2,2,1.0,1.0,Not Specified,2,11,9.22,0.0,Good,1200.66,29.569178,16,No,78.52807,1000.32465,Low_spent_Medium_value_payments,557.31866,44,Architect
4696,CUS_0x7e3f,2023-09-01,71,-7,156,126,-34,223,-37,222,-57,208,83,-26,54,144,53,-20,65,193,102,-125,80676.84,6929.07,4,619,12.0,0.0,Unknown,15,4,1.2,4.0,Good,1035.77,27.683146,18,No,0.0,113.15156,High_spent_Large_value_payments,819.75543,49,Engineer
4697,CUS_0x7e67,2023-09-01,-13,117,181,137,5,2,128,172,86,323,-49,139,345,117,-73,90,94,108,51,198,82394.16,6776.18,6,3,19.0,2.0,"Mortgage Loan, and Student Loan",25,9,7.09,9.0,Standard,676.2,25.74727,11,Yes,85.56759,457.47992,Low_spent_Medium_value_payments,414.57047,26,Mechanic
4698,CUS_0x7e6f,2023-09-01,205,160,-158,245,-12,130,87,84,130,241,116,45,124,12,152,216,81,281,214,15,14431.49,1307.6241,0,6,6.0,0.0,Unknown,12,7,7.46,3.0,Good,214.25,24.570803,29,No,0.0,112.82074,Low_spent_Medium_value_payments,297.94168,44,Developer
4699,CUS_0x7f07,2023-09-01,141,151,163,228,257,-16,27,296,233,235,160,110,164,23,46,73,40,-3,170,168,8572.585,425.39584,6,3,8.0,5.0,"Debt Consolidation Loan, Personal Loan, Not Specified, Student Loan, and Personal Loan",9,11,7.91,11.0,Unknown,311.57,28.319408,8,Yes,53.901585,0.0,High_spent_Large_value_payments,252.5679,24,Mechanic
4700,CUS_0x8167,2023-09-01,192,88,218,82,146,1,-22,140,83,-115,-28,153,251,221,242,246,128,224,291,128,101926.95,8635.912,4,4,9.0,1.0,Mortgage Loan,13,9,10.26,6.0,Unknown,1058.0,39.693813,20,No,70.58768,662.80396,Low_spent_Medium_value_payments,410.19965,23,Writer
4701,CUS_0x81d4,2023-09-01,-4,121,-23,105,231,128,10,280,78,-7,70,76,72,258,133,226,186,212,124,108,141873.52,11869.793,3,7,11.0,4.0,"Payday Loan, Home Equity Loan, Not Specified, and Not Specified",26,9,11.64,4.0,Unknown,803.61,33.49611,26,No,465.76923,10000.0,High_spent_Large_value_payments,742.6686,25,Writer
4702,CUS_0x82cb,2023-09-01,-36,176,195,188,115,96,226,247,37,-3,240,102,107,146,101,165,82,174,79,199,104988.04,8711.003,8,7,1.0,0.0,Unknown,27,17,16.03,3.0,Good,87.85,33.344498,17,No,0.0,240.72287,High_spent_Medium_value_payments,880.37744,35,Developer
4703,CUS_0x8459,2023-09-01,171,194,160,86,42,36,50,178,56,130,172,106,6,10,26,223,83,152,253,226,27316.86,1985.405,3,3,20.0,3.0,"Mortgage Loan, Mortgage Loan, and Mortgage Loan",14,21,10.05,8.0,Standard,761.67,35.715202,26,Yes,56.83239,196.9404,Low_spent_Small_value_payments,234.7677,54,Teacher
4704,CUS_0x8558,2023-09-01,161,-89,82,140,100,111,172,-38,123,151,170,50,77,278,-5,111,185,-5,-9,236,125062.92,10250.91,5,3,11.0,1.0,Payday Loan,15,9,10.49,4.0,Unknown,1424.96,31.181198,21,No,73.98129,515.18396,Low_spent_Large_value_payments,705.9258,36,Writer
4705,CUS_0x8568,2023-09-01,52,101,134,169,11,154,70,84,105,120,78,174,-33,267,90,1,-73,56,148,192,164027.12,13711.927,5,5,6.0,4.0,"Mortgage Loan, Personal Loan, Mortgage Loan, and Debt Consolidation Loan",3,2,3.62,5.0,Good,52.07,31.12201,17,No,428.27176,682.1561,High_spent_Small_value_payments,520.7648,19,Others
4706,CUS_0x856c,2023-09-01,248,228,11,95,97,76,-30,59,11,121,136,74,-15,152,172,56,111,-45,247,74,83311.6,7081.6333,10,7,27.0,8.0,"Student Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, Auto Loan, and Personal Loan",41,19,21.63,8.0,Bad,3729.42,20.244131,13,Yes,474.58237,720.8724,Low_spent_Medium_value_payments,268.88928,32,Journalist
4707,CUS_0x8593,2023-09-01,203,212,129,-6,163,146,94,90,164,76,236,2,137,102,41,58,100,-30,177,19,122490.3,10090.525,1,2,8.0,0.0,Unknown,8,15,0.7,2.0,Good,874.85,34.316925,32,No,0.0,137.46095,High_spent_Medium_value_payments,1121.5916,28,Scientist
4708,CUS_0x867e,2023-09-01,173,76,99,159,59,-27,57,231,103,103,150,64,45,-59,93,19,197,33,123,44,32471.74,2837.9783,7,10,19.0,9.0,"Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, and Student Loan",60,22,2.77,11.0,Bad,1539.53,30.435366,17,Yes,141.92273,192.39389,High_spent_Small_value_payments,209.48122,40,Teacher
4709,CUS_0x869,2023-09-01,87,175,161,210,75,27,147,114,220,-6,17,139,263,124,272,84,-8,205,178,154,121256.4,9022.691,4,4,19.0,2.0,"Personal Loan, and Debt Consolidation Loan",14,19,4.92,7.0,Standard,1012.93,23.274017,31,NM,1060.7748,686.5203,Low_spent_Large_value_payments,369.88318,37,Architect
4710,CUS_0x86aa,2023-09-01,219,-65,259,111,58,-129,70,59,205,41,337,30,0,-102,215,176,221,110,65,172,54525.94,4655.828,3,5,10.0,4.0,"Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, and Not Specified",6,9,11.02,10.0,Standard,157.1,25.772442,22,Yes,131.08037,74.41648,High_spent_Medium_value_payments,510.08597,35,Lawyer
4711,CUS_0x87b8,2023-09-01,54,-55,-99,125,127,115,164,139,236,16,165,55,33,194,97,47,69,-29,162,120,23054.08,2052.1733,3,3,16.0,0.0,Unknown,14,8,19.85,1.0,Standard,573.89,25.533564,26,Yes,0.0,137.63622,Unknown,347.58112,31,Scientist
4712,CUS_0x87f0,2023-09-01,211,284,58,35,46,172,22,221,208,212,190,95,65,101,101,-120,228,53,6,261,44964.22,3898.0183,6,1153,15.0,3.0,"Credit-Builder Loan, Student Loan, and Mortgage Loan",27,20,13.04,3.0,Unknown,210.15,36.469154,33,Yes,75.40797,298.29935,High_spent_Medium_value_payments,431.31235,43,Mechanic
4713,CUS_0x8880,2023-09-01,58,11,-30,119,147,148,56,202,219,182,233,318,73,-4,181,136,111,116,211,124,25628.96,2121.7466,3,7,6.0,4.0,"Personal Loan, Payday Loan, Auto Loan, and Not Specified",23,8,9.89,8.0,Unknown,69.21,37.53715,19,Yes,78.42622,93.252144,Low_spent_Large_value_payments,310.4963,38,Entrepreneur
4714,CUS_0x8888,2023-09-01,-2,33,-41,35,174,136,60,295,64,216,29,165,112,163,-122,99,50,-61,-90,177,30199.19,2741.599,2,2,4.0,4.0,"Credit-Builder Loan, Credit-Builder Loan, Student Loan, and Credit-Builder Loan",5,8,3.65,4.0,Good,1421.82,37.316177,27,No,51.407166,203.54324,Low_spent_Large_value_payments,289.2095,50,Journalist
4715,CUS_0x88a0,2023-09-01,59,64,99,157,111,5,248,76,88,130,220,29,158,230,226,-118,-2,111,204,69,76087.68,6155.64,6,1191,9.0,4.0,"Payday Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",14,10,8.73,2.0,Standard,50.22,39.677452,22,Yes,232.06607,10000.0,High_spent_Large_value_payments,519.41266,31,Manager
4716,CUS_0x88e5,2023-09-01,14,-50,223,153,2,1,82,144,-16,58,-86,73,140,177,7,271,18,139,43,277,112882.68,9684.89,5,1,10.0,4.0,"Credit-Builder Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",14,10,6.24,2.0,Good,722.9,38.19415,29,No,353.61612,253.93279,High_spent_Medium_value_payments,610.94006,25,Accountant
4717,CUS_0x8957,2023-09-01,146,-51,-76,255,111,193,20,208,78,66,31,-17,53,152,90,161,212,209,162,119,14154.255,1467.5212,5,7,14.0,4.0,"Not Specified, Mortgage Loan, Personal Loan, and Mortgage Loan",23,9,3.9,5.0,Unknown,700.09,33.357876,30,Yes,31.196068,83.1869,High_spent_Small_value_payments,292.36917,25,Doctor
4718,CUS_0x8ac8,2023-09-01,15,344,171,81,153,139,314,203,-55,49,41,95,169,173,51,30,242,-74,171,216,10037.735,871.4779,8,7,30.0,5.0,"Mortgage Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, and Home Equity Loan",17,15,17.17,13.0,Bad,3052.44,37.224545,8,Yes,36.667664,36.171738,High_spent_Medium_value_payments,264.30838,22,Teacher
4719,CUS_0x8b1f,2023-09-01,241,96,233,24,284,138,45,126,138,202,-46,72,81,-88,164,229,13,122,191,7,58280.72,4760.7266,5,7,12.0,1.0,Home Equity Loan,2,4,7.78,4.0,Good,471.3,41.393795,31,NM,37.411217,148.57288,High_spent_Medium_value_payments,540.08856,53,Others
4720,CUS_0x8b7c,2023-09-01,169,38,-58,137,91,297,236,233,31,133,77,182,154,83,41,20,17,77,175,-26,73826.31,5929.1924,3,7,15.0,3.0,"Auto Loan, Personal Loan, and Payday Loan",14,13,11.46,3.0,Unknown,442.03,36.41225,30,Yes,170.65326,81.3352,High_spent_Large_value_payments,580.9308,39,Scientist
4721,CUS_0x8b90,2023-09-01,-32,28,57,193,202,134,117,-111,188,164,142,275,196,29,149,108,70,-59,101,-16,102343.68,8736.64,6,5,10.0,4.0,"Personal Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",27,19,11.17,6.0,Standard,450.66,40.267113,16,Yes,240.35149,190.16711,High_spent_Large_value_payments,683.1454,36,Manager
4722,CUS_0x8bc6,2023-09-01,44,165,18,26,58,132,144,152,154,149,290,185,98,-48,75,85,171,76,254,336,18888.46,1368.0383,8,9,18.0,7.0,"Not Specified, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, and Home Equity Loan",50,19,15.41,10.0,Bad,1543.58,29.310959,14,Yes,69.04334,95.1818,Low_spent_Medium_value_payments,252.57869,18,Lawyer
4723,CUS_0x8bf2,2023-09-01,221,132,141,142,164,17,-13,108,97,124,91,-29,-14,181,75,126,79,101,171,13,46360.11,3901.3425,3,3,27.0,2.0,"Student Loan, and Mortgage Loan",20,17,17.2,8.0,Standard,1649.46,34.00952,9,Yes,48.5019,155.07965,High_spent_Medium_value_payments,436.5527,41,Media_Manager
4724,CUS_0x8c8a,2023-09-01,60,-96,34,137,40,303,-19,-81,159,-30,68,227,170,78,196,152,38,1,232,97,98509.71,8197.143,5,6,6.0,1.0,Credit-Builder Loan,14,9,7.38,8.0,Standard,83.94,38.8398,16,No,55.703407,698.4129,Low_spent_Small_value_payments,355.59793,48,Accountant
4725,CUS_0x8c90,2023-09-01,79,3,152,7,111,63,78,287,131,178,80,32,116,63,209,54,-15,95,36,-44,21001046.0,11615.283,6,3,18.0,6.0,"Not Specified, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Not Specified, and Personal Loan",7,15,12.74,10.0,Standard,34.7,38.94613,17,Yes,389.8372,901.87,Low_spent_Medium_value_payments,149.82112,40,Media_Manager
4726,CUS_0x8cdf,2023-09-01,77,115,167,84,229,126,94,252,43,168,41,77,256,186,236,140,58,-3,11,-169,100831.95,8599.662,0,1,3.0,3.0,"Personal Loan, Auto Loan, and Student Loan",4,3,6.0,6.0,Good,220.4,23.86094,19,NM,250.5993,10000.0,Unknown,325.0075,39,Lawyer
4727,CUS_0x8ce4,2023-09-01,-12,82,150,173,-47,122,238,130,8,132,152,-61,167,89,255,188,104,5,138,254,36439.06,3248.5884,5,6,5.0,3.0,"Payday Loan, Student Loan, and Auto Loan",12,9,9.12,2.0,Good,5.57,29.39915,21,No,59.995823,180.50194,High_spent_Small_value_payments,344.36108,42,Doctor
4728,CUS_0x8d04,2023-09-01,-38,130,190,218,181,15,239,87,97,152,-82,335,239,64,155,229,47,31,239,-55,53152.0,4157.3335,3,6,9.0,3.0,"Payday Loan, Mortgage Loan, and Not Specified",29,13,8.89,2331.0,Standard,153.23,34.000328,16,Yes,127.7063,62.858067,Unknown,475.16898,41,Musician
4729,CUS_0x8d2b,2023-09-01,238,186,22,214,250,19,-23,46,42,130,87,145,-9,13,162,-37,33,-31,170,34,21053.37,1616.4475,4,4,2.0,2.0,"Payday Loan, and Not Specified",30,20,1.66,1.0,Good,586.15,35.552414,24,No,28.386074,98.96256,High_spent_Small_value_payments,294.2961,50,Writer
4730,CUS_0x8d38,2023-09-01,172,153,74,-47,131,146,264,180,110,215,23,274,21,202,5,145,110,-5,120,61,22416.225,1675.0188,0,6,3.0,3.0,"Mortgage Loan, Auto Loan, and Home Equity Loan",14,11,6.93,2.0,Good,397.34,31.721453,19,No,39.03351,42.980854,High_spent_Large_value_payments,325.48752,42,Scientist
4731,CUS_0x8d60,2023-09-01,194,198,209,215,242,107,66,19,-8,53,129,-81,175,83,207,20,-10,214,155,324,15330.755,1089.5629,3,5,15.0,1.0,Auto Loan,29,15,19.47,10.0,Standard,1055.32,32.097214,12,Yes,12.499411,43.570103,Low_spent_Small_value_payments,342.88678,34,Scientist
4732,CUS_0x8d74,2023-09-01,79,73,69,242,215,87,144,207,-8,148,146,236,179,-84,206,118,-17,50,-94,222,69476.14,6016.678,5,6,1.0,3.0,"Credit-Builder Loan, Credit-Builder Loan, and Not Specified",15,2,3.62,4.0,Good,1305.65,40.516315,20,No,106.64761,93.01305,High_spent_Medium_value_payments,652.0072,51,Teacher
